entidad_a,ubicageo_c,municip1,evefaltt,evefal1,evefal2,evefal3,evefal4,evefal5,evefal6,evefal7,evefal8,evefal9,evefal10,evefal11,evefal12,evefal13,evefal14,evefal15,evefal16
13,13056,SANTIAGO TULANTEPEC DE LUGO GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13057,SINGUILUCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13058,TASQUILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13059,TECOZAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13060,TENANGO DE DORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13061,TEPEAPULCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13062,TEPEHUACÁN DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13063,TEPEJI DEL RÍO DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13064,TEPETITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13065,TETEPANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13066,VILLA DE TEZONTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13067,TEZONTEPEC DE ALDAMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13068,TIANGUISTENGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13069,TIZAYUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13070,TLAHUELILPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13071,TLAHUILTEPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13072,TLANALAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13073,TLANCHINOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13074,TLAXCOAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13075,TOLCAYUCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13076,TULA DE ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13077,TULANCINGO DE BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13078,XOCHIATIPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13079,XOCHICOATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13080,YAHUALICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13081,ZACUALTIPÁN DE ÁNGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13082,ZAPOTLÁN DE JUÁREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13083,ZEMPOALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13084,ZIMAPÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
13,13999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14001,ACATIC,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14002,ACATLÁN DE JUÁREZ,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14003,AHUALULCO DE MERCADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14004,AMACUECA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14005,AMATITÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14006,AMECA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14007,SAN JUANITO DE ESCOBEDO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14008,ARANDAS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14009,EL ARENAL,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14010,ATEMAJAC DE BRIZUELA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14011,ATENGO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14012,ATENGUILLO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14013,ATOTONILCO EL ALTO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14014,ATOYAC,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14015,AUTLÁN DE NAVARRO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14016,AYOTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14017,AYUTLA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14018,LA BARCA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14019,BOLAÑOS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14020,CABO CORRIENTES,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14021,CASIMIRO CASTILLO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14022,CIHUATLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14023,ZAPOTLÁN EL GRANDE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14024,COCULA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14025,COLOTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14026,CONCEPCIÓN DE BUENOS AIRES,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14027,CUAUTITLÁN DE GARCÍA BARRAGÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14028,CUAUTLA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14029,CUQUÍO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14030,CHAPALA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14031,CHIMALTITÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14032,CHIQUILISTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14033,DEGOLLADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14034,EJUTLA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14035,ENCARNACIÓN DE DÍAZ,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14036,ETZATLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14037,EL GRULLO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14038,GUACHINANGO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14039,GUADALAJARA,1,1,NSS,1,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14040,HOSTOTIPAQUILLO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14041,HUEJÚCAR,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14042,HUEJUQUILLA EL ALTO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14043,LA HUERTA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14044,IXTLAHUACÁN DE LOS MEMBRILLOS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14045,IXTLAHUACÁN DEL RÍO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14046,JALOSTOTITLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14047,JAMAY,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14048,JESÚS MARÍA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14049,JILOTLÁN DE LOS DOLORES,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14050,JOCOTEPEC,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14051,JUANACATLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14052,JUCHITLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14053,LAGOS DE MORENO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14054,EL LIMÓN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14055,MAGDALENA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14056,SANTA MARÍA DEL ORO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14057,LA MANZANILLA DE LA PAZ,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14058,MASCOTA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14059,MAZAMITLA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14060,MEXTICACÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14061,MEZQUITIC,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14062,MIXTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14063,OCOTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14064,OJUELOS DE JALISCO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14065,PIHUAMO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14066,PONCITLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14067,PUERTO VALLARTA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14068,VILLA PURIFICACIÓN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14069,QUITUPAN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14070,EL SALTO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14071,SAN CRISTÓBAL DE LA BARRANCA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14072,SAN DIEGO DE ALEJANDRÍA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14073,SAN JUAN DE LOS LAGOS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14074,SAN JULIÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14075,SAN MARCOS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14076,SAN MARTÍN DE BOLAÑOS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14077,SAN MARTÍN HIDALGO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14078,SAN MIGUEL EL ALTO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14079,GÓMEZ FARÍAS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14080,SAN SEBASTIÁN DEL OESTE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14081,SANTA MARÍA DE LOS ÁNGELES,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14082,SAYULA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14083,TALA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14084,TALPA DE ALLENDE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14085,TAMAZULA DE GORDIANO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14086,TAPALPA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14087,TECALITLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14088,TECOLOTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14089,TECHALUTA DE MONTENEGRO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14090,TENAMAXTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14091,TEOCALTICHE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14092,TEOCUITATLÁN DE CORONA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14093,TEPATITLÁN DE MORELOS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14094,TEQUILA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14095,TEUCHITLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14096,TIZAPÁN EL ALTO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14097,TLAJOMULCO DE ZÚÑIGA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14098,SAN PEDRO TLAQUEPAQUE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14099,TOLIMÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14100,TOMATLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14101,TONALÁ,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14102,TONAYA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14103,TONILA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14104,TOTATICHE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14105,TOTOTLÁN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14106,TUXCACUESCO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14107,TUXCUECA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14108,TUXPAN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14109,UNIÓN DE SAN ANTONIO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14110,UNIÓN DE TULA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14111,VALLE DE GUADALUPE,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14112,VALLE DE JUÁREZ,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14113,SAN GABRIEL,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14114,VILLA CORONA,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14115,VILLA GUERRERO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14116,VILLA HIDALGO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14117,CAÑADAS DE OBREGÓN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14118,YAHUALICA DE GONZÁLEZ GALLO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14119,ZACOALCO DE TORRES,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14120,ZAPOPAN,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14121,ZAPOTILTIC,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14122,ZAPOTITLÁN DE VADILLO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14123,ZAPOTLÁN DEL REY,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14124,ZAPOTLANEJO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14125,SAN IGNACIO CERRO GORDO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
14,14997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
14,14999,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NA,NA
15,15001,ACAMBAY,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15002,ACOLMAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15003,ACULCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15004,ALMOLOYA DE ALQUISIRAS,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15005,ALMOLOYA DE JUÁREZ,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15006,ALMOLOYA DEL RÍO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15007,AMANALCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15008,AMATEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15009,AMECAMECA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15010,APAXCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15011,ATENCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15012,ATIZAPÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15013,ATIZAPÁN DE ZARAGOZA,1,1,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,1,0
15,15014,ATLACOMULCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15015,ATLAUTLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15016,AXAPUSCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15017,AYAPANGO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15018,CALIMAYA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15019,CAPULHUAC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15020,COACALCO DE BERRIOZÁBAL,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15021,COATEPEC HARINAS,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15022,COCOTITLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15023,COYOTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15024,CUAUTITLÁN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15025,CHALCO,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15026,CHAPA DE MOTA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15027,CHAPULTEPEC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15028,CHIAUTLA,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15029,CHICOLOAPAN,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
15,15030,CHICONCUAC,NSS,NSS,NSS,NSS,NSS,0,0,0,0,0,0,0,0,0,0,0,0
